official_scenic_id,scenic_name,theme_name_cn,is_satisfaction_topic,theme_review_n,theme_issue_n,theme_high_rating_issue_n,theme_negative_n,theme_avg_sentiment_score,theme_avg_topic_prob,sample_n,priority_score,priority_rank,theme_review_share_total,theme_issue_share_total,theme_high_rating_issue_share_total,theme_negative_share_total,theme_issue_rate_within_theme,theme_negative_rate_within_theme,theme_problem_strength,importance,scenic_gap,scenic_performance,importance_cut,gap_cut,quadrant,scenic_priority_index,scenic_priority_rank
BJ20_10,司马台长城,票务预约与入园体验,0,94,19,11,31,0.5534940611819773,0.6687111752690684,300,0.47780273548173924,9,0.31333333333333335,0.06333333333333334,0.03666666666666667,0.10333333333333333,0.20212765957446807,0.32978723404255317,0.06333333333333334,1.0,1.0,0.0,0.3353494338079965,0.3508771929824561,高重要性高缺口 = 优先改进,1.0,1
BJ20_10,司马台长城,交通与开放空间体验,0,21,1,1,0,0.8986689211564745,0.5729004225558215,300,0.47780273548173924,9,0.07,0.0033333333333333335,0.0033333333333333335,0.0,0.047619047619047616,0.0,0.0033333333333333335,0.006048301423989402,0.05263157894736842,0.9473684210526316,0.3353494338079965,0.3508771929824561,低重要性低缺口 = 观察即可,0.000318331653894179,2
BJ20_10,司马台长城,现场服务与导览体验,0,8,0,0,0,0.9680708386666729,0.5565896636426156,300,0.47780273548173924,9,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3353494338079965,0.3508771929824561,低重要性低缺口 = 观察即可,0.0,3
