cluster_id,priority_index__交通与开放空间体验,priority_index__现场服务与导览体验,priority_index__票务预约与入园体验,dissatisfaction__交通与开放空间体验,dissatisfaction__现场服务与导览体验,dissatisfaction__票务预约与入园体验,total_priority_index,mean_dissatisfaction,cluster_name
1,0.010559038125578,0.0172570723901522,0.2544225376924996,0.2204861111111111,0.2424242424242424,0.35604521769848974,0.28223864820822975,0.2729851904112811,票务高压治理型
3,0.0055632630410654,0.11922516648168695,0.10824431187569367,0.14166666666666666,0.17089193190229454,0.6869318181818183,0.233032741398446,0.3331634722502598,服务票务复合型
2,0.0220049558284852,0.00458885477267825,0.0898748922645981,0.0592592592592592,0.1464285714285714,0.5199718045112782,0.11646870286576154,0.2418865450663696,整体低压稳态型
0,0.0028842089470461144,0.009782008410115794,0.0747127930961804,0.030150982046637305,0.07768395397886822,0.24552923134830615,0.0873790104533423,0.11778805579127057,整体低压稳态型2
