group_name,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14
高压日,0.22258506285358362,0.07383708459381826,0.06394602924499512,0.05945404993531758,0.05350635259131539,0.06335606442821667,0.06703309206686339,0.05985036671775704,0.05431943504029806,0.055348165330181394,0.05329785187742133,0.05309710533380881,0.06046633900797314,0.05990300097845021
常态日,0.08958539748297294,0.07275046436635492,0.07150122165104877,0.06998429244219477,0.06822382014763105,0.0703749100100748,0.07055125968392609,0.07198199679842648,0.06934667279835409,0.06889031901075977,0.06816464356131327,0.06844772259935702,0.0696127712816463,0.07058450816593972
