term,coef,std_error_hac,z_value,p_value,signif,interpretation
const,-0.2536790856845528,0.06491526123746831,-3.9078497236044742,9.312119385773698e-05,***,截距项
log_zoo_index,0.16364789309204752,0.015159672268774134,10.794949270053097,0.0,***,弹性解释：自变量增加1%，目标约变化 0.164%
aqi_good_z,0.003179893462418981,0.003510531709381373,0.905815336725542,0.3650336019637461,,AQI改善1个标准差，目标约变化 0.32%
is_weekend,-0.0034032874198572927,0.014105828114439738,-0.24126817597993014,0.8093472743053982,,相对非该状态日，目标约变化 -0.34%
is_holiday,-0.018230195515478442,0.014019080257401713,-1.3003845602391333,0.19346919902155202,,相对非该状态日，目标约变化 -1.81%
is_school_holiday,0.005237137554445326,0.00760515842576732,0.6886296459914872,0.49105635998902586,,相对非该状态日，目标约变化 0.53%
log_ticket_lag1,0.6490042060877386,0.027702092905623386,23.42798460386341,0.0,***,弹性解释：自变量增加1%，目标约变化 0.649%
log_ticket_lag7,0.19489297160197339,0.023622456342304466,8.25032624795025,0.0,***,弹性解释：自变量增加1%，目标约变化 0.195%
